OpenCC繁體,香港繁體,臺灣正體,大陸簡體,日本簡體,異體字
準,準,準,准,準,准凖
殮,殮,殮,殓,殮,殓
驣,驣,驣,驣,驣,
收,收,收,收,収,㧃収
朧,朧,朧,胧,朧,胧
韌,韌,韌,韧,韌,肕靭靱韧
盟,盟,盟,盟,盟,
呈,呈,呈,呈,呈,
纔,才,才,才,才,才
呉,呉,呉,呉,呉,吳
俑,俑,俑,俑,俑,
晌,晌,晌,晌,晌,
顧,顧,顧,顾,顧,頋顾
刪,刪,刪,删,刪,删
鳶,鳶,鳶,鸢,鳶,鸢
賑,賑,賑,赈,賑,赈
膳,膳,膳,膳,膳,饍
積,積,積,积,積,积
靄,靄,靄,霭,靄,霭
饞,饞,饞,馋,饞,嚵馋
筐,筐,筐,筐,筐,筺
曷,曷,曷,曷,曷,
旖,旖,旖,旖,旖,
布,布,布,布,布,佈
班,班,班,班,班,
刑,刑,刑,刑,刑,
紅,紅,紅,红,紅,红
於,於,於,于於,於,于亏扵
虜,虜,虜,虏,虜,擄虏虜
描,描,描,描,描,
危,危,危,危,危,
萌,萌,萌,萌,萌,萠
像,像,像,像,像,
棗,棗,棗,枣,棗,枣
犒,犒,犒,犒,犒,
聾,聾,聾,聋,聾,聋
喔,喔,喔,喔,喔,
撞,撞,撞,撞,撞,
釜,釜,釜,釜,釜,釡
臣,臣,臣,臣,臣,
佰,佰,佰,佰,佰,百
峙,峙,峙,峙,峙,
訖,訖,訖,讫,訖,讫
幕,幕,幕,幕,幕,幙
荏,荏,荏,荏,荏,
屯,屯,屯,屯,屯,
鋤,鋤,鋤,锄,鋤,耡鉏锄
薪,薪,薪,薪,薪,
弭,弭,弭,弭,弭,
規,規,規,规,規,槻规
蛋,蛋,蛋,蛋,蛋,旦疍蜑
胸,胸,胸,胸,胸,胷
警,警,警,警,警,儆
庚,庚,庚,庚,庚,
裟,裟,裟,裟,裟,
掖,掖,掖,掖,掖,
祀,祀,祀,祀,祀,
怒,怒,怒,怒,怒,
吭,吭,吭,吭,吭,
戀,戀,戀,恋,恋,恋
臭,臭,臭,臭,臭,臭
膛,膛,膛,膛,膛,
金,金,金,金,金,釒钅
羨,羨,羨,羡,羨,羡
澧,澧,澧,澧,澧,
辜,辜,辜,辜,辜,
琺,琺,琺,珐,琺,珐
穗,穗,穗,穗,穂,穂繐
鯧,鯧,鯧,鲳,鯧,䱽鲳
撰,撰,撰,撰,撰,
諦,諦,諦,谛,諦,谛
宋,宋,宋,宋,宋,
釗,釗,釗,钊,釗,钊
裙,裙,裙,裙,裙,帬裠
廠,廠,廠,厂,廠,厂厰
狂,狂,狂,狂,狂,
繅,繅,繅,缫,繅,繰缫
纜,纜,纜,缆,纜,䌫缆
甥,甥,甥,甥,甥,
韓,韓,韓,韩,韓,韩
貢,貢,貢,贡,貢,贡
千,千,千,千,千,仟韆
硼,硼,硼,硼,硼,
耙,耙,耙,耙,耙,鈀
邇,邇,邇,迩,邇,迩
盯,盯,盯,盯,盯,
勵,勵,勵,励,励,劢励
聰,聰,聰,聪,聡,聡聦聪
樂,樂,樂,乐,楽,乐楽
殃,殃,殃,殃,殃,䄃
忖,忖,忖,忖,忖,
骯,骯,骯,肮,骯,肮
瑤,瑤,瑤,瑶,瑤,瑶
舍,舍,舍,舍,舍,捨舎
流,流,流,流,流,
韻,韻,韻,韵,韻,韵
訐,訐,訐,讦,訐,讦
芳,芳,芳,芳,芳,
岔,岔,岔,岔,岔,
獄,獄,獄,狱,獄,狱
焉,焉,焉,焉,焉,
粟,粟,粟,粟,粟,
錚,錚,錚,铮,錚,铮
兮,兮,兮,兮,兮,𠔃
航,航,航,航,航,桁
砧,砧,砧,砧,砧,碪
煜,煜,煜,煜,煜,
顆,顆,顆,颗,顆,颗
妳,妳,妳,妳,妳,你奶嬭
鴣,鴣,鴣,鸪,鴣,鸪
窿,窿,窿,窿,窿,
姪,姪,姪,姪,姪,侄
憋,憋,憋,憋,憋,𢠳
嘴,嘴,嘴,嘴,嘴,咀觜
簑,簑,簑,蓑,簑,簔蓑
瘴,瘴,瘴,瘴,瘴,
逼,逼,逼,逼,逼,偪
癖,癖,癖,癖,癖,
姨,姨,姨,姨,姨,
齬,齬,齬,龉,齬,龉
卓,卓,卓,卓,卓,
蔑,蔑,蔑,蔑,蔑,衊
築,築,築,筑,築,筑
牝,牝,牝,牝,牝,
屜,屜,屜,屉,屜,屉𡲕
瀛,瀛,瀛,瀛,瀛,
嗅,嗅,嗅,嗅,嗅,齅
晉,晉,晉,晋,晉,晋
亢,亢,亢,亢,亢,
庾,庾,庾,庾,庾,斞
瞿,瞿,瞿,瞿,瞿,䀠
猷,猷,猷,猷,猷,
璧,璧,璧,璧,璧,
茨,茨,茨,茨,茨,
枇,枇,枇,枇,枇,
飮,飮,飮,飮,飮,飲饮
睦,睦,睦,睦,睦,
啡,啡,啡,啡,啡,
毋,毋,毋,毋,毋,
吩,吩,吩,吩,吩,
郊,郊,郊,郊,郊,
噓,噓,噓,嘘,嘘,嘘
呵,呵,呵,呵,呵,嗬訶诃
決,決,決,决,決,决
柩,柩,柩,柩,柩,柾
銃,銃,銃,铳,銃,铳
燻,燻,燻,熏,燻,熏
燥,燥,燥,燥,燥,
顛,顛,顛,颠,顛,顚颠
蜃,蜃,蜃,蜃,蜃,
什,什,什,什,什,
結,結,結,结,結,结
唬,唬,唬,唬,唬,猇虓諕
釉,釉,釉,釉,釉,
億,億,億,亿,億,亿
匹,匹,匹,匹,匹,疋
赭,赭,赭,赭,赭,
查,查,查,查,查,査楂
苑,苑,苑,苑,苑,菀
刨,刨,刨,刨,刨,鉋
倏,倏,倏,倏,倏,倐
枕,枕,枕,枕,枕,
浪,浪,浪,浪,浪,
卯,卯,卯,卯,卯,夘戼
慷,慷,慷,慷,慷,忼
吹,吹,吹,吹,吹,龡
崙,崙,崙,仑𪨧,崙,仑侖崘𪨧
飯,飯,飯,饭,飯,飰饭
沮,沮,沮,沮,沮,
胃,胃,胃,胃,胃,
砂,砂,砂,砂,砂,
匐,匐,匐,匐,匐,
木,木,木,木,木,
掩,掩,掩,掩,掩,揜
肓,肓,肓,肓,肓,
箸,箸,箸,箸,箸,筯著
妨,妨,妨,妨,妨,
誼,誼,誼,谊,誼,谊
襠,襠,襠,裆,襠,裆
滾,滾,滾,滚,滾,滚
沱,沱,沱,沱,沱,沲
坊,坊,坊,坊,坊,
贛,贛,贛,赣,贛,赣
寶,寶,寶,宝,宝,宝寳
皿,皿,皿,皿,皿,
鉋,鉋,鉋,铇,鉋,刨铇
灰,灰,灰,灰,灰,
朝,朝,朝,朝,朝,晁
九,九,九,九,九,玖
誠,誠,誠,诚,誠,诚
燕,燕,燕,燕,燕,讌醼鷰
磴,磴,磴,磴,磴,嶝
雯,雯,雯,雯,雯,
道,道,道,道,道,
廊,廊,廊,廊,廊,廊
段,段,段,段,段,
擎,擎,擎,擎,擎,
故,故,故,故,故,
鵬,鵬,鵬,鹏,鵬,鹏
錨,錨,錨,锚,錨,锚
竇,竇,竇,窦,竇,窦
羊,羊,羊,羊,羊,
渣,渣,渣,渣,渣,
瘉,瘉,瘉,瘉,瘉,癒
擅,擅,擅,擅,擅,
齊,齊,齊,齐,斉,亝斉齐
匡,匡,匡,匡,匡,
洗,洗,洗,洗,洗,
派,派,派,派,派,
匏,匏,匏,匏,匏,瓟
戈,戈,戈,戈,戈,
循,循,循,循,循,
菴,菴,菴,庵,菴,庵
煮,煮,煮,煮,煮,煑煮
甘,甘,甘,甘,甘,
氟,氟,氟,氟,氟,
定,定,定,定,定,
弘,弘,弘,弘,弘,
趴,趴,趴,趴,趴,
雕,雕,雕,雕,雕,㓮彫琱鵰
鵲,鵲,鵲,鹊,鵲,鹊
羋,羋,羋,芈,羋,芈
懞,懞,懞,蒙,懞,朦矇苎蒙
紡,紡,紡,纺,紡,纺
忙,忙,忙,忙,忙,
騫,騫,騫,骞,騫,骞
匕,匕,匕,匕,匕,
爪,爪,爪,爪,爪,㕚爫
霧,霧,霧,雾,霧,雾
哉,哉,哉,哉,哉,
扭,扭,扭,扭,扭,
譏,譏,譏,讥,譏,讥
輔,輔,輔,辅,輔,辅
嶄,嶄,嶄,崭,嶄,崭巉
輩,輩,輩,辈,輩,軰辈
耘,耘,耘,耘,耘,秐
篇,篇,篇,篇,篇,
槨,槨,槨,椁,槨,椁
叶,叶,叶,叶,叶,葉
駝,駝,駝,驼,駝,駞驼
圬,圬,圬,圬,圬,杇
雋,雋,雋,隽,雋,隽
署,署,署,署,署,署
榨,榨,榨,榨,榨,醡
伽,伽,伽,伽,伽,
佝,佝,佝,佝,佝,
攙,攙,攙,搀,攙,搀
骰,骰,骰,骰,骰,
叄,叁,叄,叁,叄,叁參
塭,塭,塭,塭,塭,
甚,甚,甚,甚,甚,
抓,抓,抓,抓,抓,
盼,盼,盼,盼,盼,
斷,斷,斷,断,断,断𣃔
淑,淑,淑,淑,淑,
戟,戟,戟,戟,戟,㦸
尺,尺,尺,尺,尺,
囉,囉,囉,啰,囉,啰罗
櫂,櫂,櫂,櫂,櫂,棹
祚,祚,祚,祚,祚,
屏,屏,屏,屏,屏,屛摒
仍,仍,仍,仍,仍,
筠,筠,筠,筠,筠,
都,都,都,都,都,都
硬,硬,硬,硬,硬,峺
福,福,福,福,福,福
奬,奬,奬,奖,奨,奖奨獎
狠,狠,狠,狠,狠,
尚,尚,尚,尚,尚,尙
僻,僻,僻,僻,僻,
午,午,午,午,午,
飧,飧,飧,飧,飧,飱
蘋,蘋,蘋,苹蘋,蘋,苹
伊,伊,伊,伊,伊,
舞,舞,舞,舞,舞,
鉗,鉗,鉗,钳,鉗,箝鉆钳
跋,跋,跋,跋,跋,
苦,苦,苦,苦,苦,
广,广,广,广,广,廣
匠,匠,匠,匠,匠,
砝,砝,砝,砝,砝,
攫,攫,攫,攫,攫,
瑪,瑪,瑪,玛,瑪,玛
化,化,化,化,化,
批,批,批,批,批,
灸,灸,灸,灸,灸,
鶉,鶉,鶉,鹑,鶉,鹑
燙,燙,燙,烫,燙,烫
北,北,北,北,北,
滂,滂,滂,滂,滂,
諺,諺,諺,谚,諺,谚
辭,辭,辭,辞,辞,辞辤
井,井,井,井,井,
艾,艾,艾,艾,艾,
覬,覬,覬,觊,覬,觊
笠,笠,笠,笠,笠,
武,武,武,武,武,
盜,盜,盜,盗,盗,盗
胴,胴,胴,胴,胴,
奉,奉,奉,奉,奉,
伉,伉,伉,伉,伉,
桂,桂,桂,桂,桂,
淩,淩,淩,凌,淩,凌
忌,忌,忌,忌,忌,
譭,譭,譭,毁,譭,䛼毁
紳,紳,紳,绅,紳,绅
螻,螻,螻,蝼,螻,蝼
莖,莖,莖,茎,茎,茎
殭,殭,殭,僵,殭,僵
迎,迎,迎,迎,迎,
婿,婿,婿,婿,婿,壻聟
倒,倒,倒,倒,倒,
囪,囱,囪,囱,囪,囱
療,療,療,疗,療,疗
刈,刈,刈,刈,刈,苅
騾,騾,騾,骡,騾,驘骡
熄,熄,熄,熄,熄,
鳩,鳩,鳩,鸠,鳩,鸠
合,合,合,合,合,閤
奎,奎,奎,奎,奎,㚝奞
粹,粹,粹,粹,粋,粋
繆,繆,繆,缪,繆,缪
香,香,香,香,香,
鉻,鉻,鉻,铬,鉻,铬
耒,耒,耒,耒,耒,
誥,誥,誥,诰,誥,诰
惜,惜,惜,惜,惜,
饑,饑,饑,饥,饑,飢饥
絡,絡,絡,络,絡,络
展,展,展,展,展,
拉,拉,拉,拉,拉,柆
扯,扯,扯,扯,扯,撦
軼,軼,軼,轶,軼,轶
露,露,露,露,露,
琳,琳,琳,琳,琳,
孃,孃,孃,娘,嬢,娘嬢
珀,珀,珀,珀,珀,
稟,稟,稟,禀,稟,廩廪禀
坎,坎,坎,坎,坎,埳
跟,跟,跟,跟,跟,
壢,壢,壢,坜,壢,坜
賄,賄,賄,贿,賄,贿
譬,譬,譬,譬,譬,
楷,楷,楷,楷,楷,
蕉,蕉,蕉,蕉,蕉,
蒞,蒞,蒞,莅,蒞,涖莅𦲷
揉,揉,揉,揉,揉,
國,國,國,国,国,囯国圀
爻,爻,爻,爻,爻,
藻,藻,藻,藻,藻,
窓,窓,窓,窓,窓,䆫牕窗窻
荷,荷,荷,荷,荷,
蟆,蟆,蟆,蟆,蟆,蟇
怏,怏,怏,怏,怏,
跛,跛,跛,跛,跛,
嚇,嚇,嚇,吓,嚇,吓
辨,辨,辨,辨,弁,弁辧辯
紙,紙,紙,纸,紙,帋纸
柄,柄,柄,柄,柄,棅
堡,堡,堡,堡,堡,
昔,昔,昔,昔,昔,
籍,籍,籍,籍,籍,
是,是,是,是,是,昰
槤,槤,槤,梿,槤,梿
鈣,鈣,鈣,钙,鈣,钙
燐,燐,燐,燐,燐,㷠粦
衆,眾,眾,众,衆,众眾
黏,黏,黏,黏,黏,粘
總,總,總,总,総,总捴揔搃摠総緫縂𢰾
劈,劈,劈,劈,劈,擗
緒,緒,緒,绪,緒,緖绪
措,措,措,措,措,
掏,掏,掏,掏,掏,搯
翌,翌,翌,翌,翌,
眉,眉,眉,眉,眉,
鐘,鐘,鐘,钟,鐘,鍾钟
急,急,急,急,急,
嘿,嘿,嘿,嘿,嘿,默
耜,耜,耜,耜,耜,
形,形,形,形,形,
辱,辱,辱,辱,辱,
份,份,份,份,份,彬
視,視,視,视,視,眎视視
箕,箕,箕,箕,箕,
淺,淺,淺,浅,浅,浅
恫,恫,恫,恫,恫,
剝,剝,剝,剥,剝,剥
瑞,瑞,瑞,瑞,瑞,
鎢,鎢,鎢,钨,鎢,钨
鶴,鶴,鶴,鹤,鶴,鹤
豎,豎,豎,竖,豎,竖竪
純,純,純,纯,純,纯
推,推,推,推,推,
夜,夜,夜,夜,夜,亱
梳,梳,梳,梳,梳,
猴,猴,猴,猴,猴,
弓,弓,弓,弓,弓,
窄,窄,窄,窄,窄,
篆,篆,篆,篆,篆,
棟,棟,棟,栋,棟,栋
期,期,期,期,期,朞
鬱,鬱,鬱,郁,鬱,欝郁鬰
汨,汨,汨,汨,汨,
催,催,催,催,催,
奸,奸,奸,奸,奸,姦
杖,杖,杖,杖,杖,
侮,侮,侮,侮,侮,㑄侮
馱,馱,馱,驮,馱,䭾駄驮
昆,昆,昆,昆,昆,崑
鐮,鐮,鐮,镰,鐮,劆鎌镰
考,考,考,考,考,攷
菲,菲,菲,菲,菲,
葵,葵,葵,葵,葵,
仇,仇,仇,仇,仇,讎讐
波,波,波,波,波,
採,採,採,采,採,采
恍,恍,恍,恍,恍,怳
入,入,入,入,入,
氛,氛,氛,氛,氛,
獸,獸,獸,兽,獣,兽獣
紊,紊,紊,紊,紊,
達,達,達,达,達,达逹
晏,晏,晏,晏,晏,
把,把,把,把,把,
柑,柑,柑,柑,柑,
吼,吼,吼,吼,吼,
瀝,瀝,瀝,沥,瀝,沥
藹,藹,藹,蔼,藹,蔼
荃,荃,荃,荃,荃,
晦,晦,晦,晦,晦,
但,但,但,但,但,
癡,痴,痴,痴,痴,痴
咆,咆,咆,咆,咆,
蜘,蜘,蜘,蜘,蜘,鼅
峠,峠,峠,峠,峠,
闈,闈,闈,闱,闈,闱
扈,扈,扈,扈,扈,
澗,澗,澗,涧,澗,㵎涧磵
種,種,種,种,種,种
襬,襬,襬,䙓摆,襬,䙓摆
猿,猿,猿,猿,猿,猨蝯
珮,珮,珮,珮,珮,
畫,畫,畫,划画,画,划画畵
柺,枴,柺,拐,柺,拐枴
叫,叫,叫,叫,叫,呌
吒,吒,吒,咤,吒,咤
腹,腹,腹,腹,腹,
身,身,身,身,身,
摘,摘,摘,摘,摘,
寮,寮,寮,寮,寮,
鎳,鎳,鎳,镍,鎳,镍
認,認,認,认,認,认
齋,齋,齋,斋,斎,斋斎
敢,敢,敢,敢,敢,
厥,厥,厥,厥,厥,
宙,宙,宙,宙,宙,
長,長,長,长,長,长
俵,俵,俵,俵,俵,
徹,徹,徹,彻,徹,彻澈
劫,劫,劫,劫,劫,刦刧刼
庸,庸,庸,庸,庸,㐯𠆌
殤,殤,殤,殇,殤,殇
莓,莓,莓,莓,莓,苺
礙,礙,礙,碍,礙,㝵碍
擔,擔,擔,担,担,担
灤,灤,灤,滦,灤,欒滦
泌,泌,泌,泌,泌,
惆,惆,惆,惆,惆,
終,終,終,终,終,终
叢,叢,叢,丛,叢,丛樷
射,射,射,射,射,
駕,駕,駕,驾,駕,驾
灑,灑,灑,洒,灑,洒
年,年,年,年,年,
萍,萍,萍,萍,萍,
牲,牲,牲,牲,牲,
華,華,華,华,華,华崋
畔,畔,畔,畔,畔,
蓉,蓉,蓉,蓉,蓉,
桅,桅,桅,桅,桅,
蕈,蕈,蕈,蕈,蕈,
壹,壹,壹,壹,壱,一壱弌
隋,隋,隋,隋,隋,陏
融,融,融,融,融,螎
拆,拆,拆,拆,拆,
莠,莠,莠,莠,莠,
燬,燬,燬,毁,燬,毁
婢,婢,婢,婢,婢,
柯,柯,柯,柯,柯,
陛,陛,陛,陛,陛,
遭,遭,遭,遭,遭,蹧
楊,楊,楊,杨,楊,杨
邊,邊,邊,边,辺,边辺邉
砸,砸,砸,砸,砸,
曹,曹,曹,曹,曹,曺
巷,巷,巷,巷,巷,
慳,慳,慳,悭,慳,悭
焦,焦,焦,焦,焦,焳
面,面,面,面,面,麪麵
胄,胄,胄,胄,胄,伷冑
恤,恤,恤,恤,恤,卹賉
轟,轟,轟,轰,轟,軣轰
歸,歸,歸,归,帰,帰归皈
撼,撼,撼,撼,撼,
柏,柏,柏,柏,柏,栢
賒,賒,賒,赊,賒,賖赊
步,步,步,步,歩,歩
鰍,鰍,鰍,鳅,鰍,魷鰌鳅
犯,犯,犯,犯,犯,
淅,淅,淅,淅,淅,
逝,逝,逝,逝,逝,
鈕,鈕,鈕,纽钮,鈕,纽钮
澱,澱,澱,淀,澱,淀
狎,狎,狎,狎,狎,
嗚,嗚,嗚,呜,嗚,呜
徒,徒,徒,徒,徒,𨑒
痞,痞,痞,痞,痞,
敎,敎,敎,教,敎,教
吆,吆,吆,吆,吆,
憂,憂,憂,忧,憂,忧
默,默,默,默,黙,嘿黙
彰,彰,彰,彰,彰,
拜,拜,拜,拜,拝,拝
跪,跪,跪,跪,跪,
虔,虔,虔,虔,虔,䖍
紺,紺,紺,绀,紺,绀
損,損,損,损,損,损
颼,颼,颼,飕,颼,䬒飕
屠,屠,屠,屠,屠,
舛,舛,舛,舛,舛,
蔬,蔬,蔬,蔬,蔬,
捉,捉,捉,捉,捉,
颺,颺,颺,飏,颺,飏
語,語,語,语,語,语
籟,籟,籟,籁,籟,籁
設,設,設,设,設,设
勻,勻,勻,匀,勻,匀
諍,諍,諍,诤,諍,诤
靼,靼,靼,靼,靼,
影,影,影,影,影,
躉,躉,躉,趸,躉,趸
拌,拌,拌,拌,拌,
闐,闐,闐,阗,闐,阗
加,加,加,加,加,
鴨,鴨,鴨,鸭,鴨,鸭
贗,贋,贗,赝,贋,偐贋赝
瘦,瘦,瘦,瘦,痩,痩
侯,侯,侯,侯,侯,
椒,椒,椒,椒,椒,茭
懊,懊,懊,懊,懊,
鏜,鏜,鏜,镗,鏜,鐺镗
匆,匆,匆,匆,匆,怱悤
塹,塹,塹,堑,塹,堑壍
勺,勺,勺,勺,勺,
莫,莫,莫,莫,莫,
閱,閲,閱,阅,閲,閲阅
撒,撒,撒,撒,撒,
擒,擒,擒,擒,擒,捦
鉆,鉆,鉆,钻,鉆,鉗鑽钻
劑,劑,劑,剂,剤,剂剤
衍,衍,衍,衍,衍,
便,便,便,便,便,
穢,穢,穢,秽,穢,秽
括,括,括,括,括,
浸,浸,浸,浸,浸,
校,校,校,校,校,
妒,妒,妒,妒,妒,妬
娟,娟,娟,娟,娟,姢
炫,炫,炫,炫,炫,
父,父,父,父,父,
芝,芝,芝,芝,芝,
獎,獎,獎,奖,獎,奖奬
肖,肖,肖,肖,肖,
叨,叨,叨,叨,叨,饕
差,差,差,差,差,
橙,橙,橙,橙,橙,
倀,倀,倀,伥,倀,伥
睡,睡,睡,睡,睡,
皎,皎,皎,皎,皎,㿟皦
十,十,十,十,十,
迭,迭,迭,迭,迭,疊
悄,悄,悄,悄,悄,
笙,笙,笙,笙,笙,
朱,朱,朱,朱,朱,硃
筵,筵,筵,筵,筵,
溥,溥,溥,溥,溥,
楠,楠,楠,楠,楠,枏枬
責,責,責,责,責,责
兼,兼,兼,兼,兼,
夷,夷,夷,夷,夷,
河,河,河,河,河,
煞,煞,煞,煞,煞,
罰,罰,罰,罚,罰,罚罸
梢,梢,梢,梢,梢,
燎,燎,燎,燎,燎,
茂,茂,茂,茂,茂,楙
抑,抑,抑,抑,抑,
葛,葛,葛,葛,葛,
其,其,其,其,其,丌亓
歡,歡,歡,欢,歓,懽欢歓
簍,簍,簍,篓,簍,篓
記,記,記,记,記,记
溼,濕,溼,湿,湿,湿濕
靠,靠,靠,靠,靠,
髏,髏,髏,髅,髏,髅
檸,檸,檸,柠,檸,柠
燒,燒,燒,烧,焼,烧焼簫
宣,宣,宣,宣,宣,
蝕,蝕,蝕,蚀,蝕,蚀
礎,礎,礎,础,礎,础
啕,啕,啕,啕,啕,咷
捂,捂,捂,捂,捂,
輛,輛,輛,辆,輛,輌辆
判,判,判,判,判,
蹋,蹋,蹋,蹋,蹋,踏蹹
溜,溜,溜,溜,溜,澑
駢,駢,駢,骈,駢,騈骈
桁,桁,桁,桁,桁,航
換,換,換,换,換,换
鰥,鰥,鰥,鳏,鰥,鳏
殲,殲,殲,歼,殲,歼殱
游,游,游,游,游,逰遊
据,据,据,据,据,據
列,列,列,列,列,
哩,哩,哩,哩,哩,
朦,朦,朦,朦,朦,懞矇苎蒙
厭,厭,厭,厌,厭,厌
潺,潺,潺,潺,潺,
諮,諮,諮,咨谘,諮,咨谘
幛,幛,幛,幛,幛,
咄,咄,咄,咄,咄,
也,也,也,也,也,
詔,詔,詔,诏,詔,诏
廬,廬,廬,庐𪪏,廬,庐𪪏
仰,仰,仰,仰,仰,
衷,衷,衷,衷,衷,
簣,簣,簣,篑,簣,篑籄蕢
痕,痕,痕,痕,痕,
輦,輦,輦,辇,輦,辇
郁,郁,郁,郁,郁,喐鬱
檢,檢,檢,检,検,检検
呎,呎,呎,呎,呎,
餓,餓,餓,饿,餓,饿
瑣,瑣,瑣,琐,瑣,琐
剴,剴,剴,剀,剴,剀
俐,俐,俐,俐,俐,
利,利,利,利,利,𥝢
任,任,任,任,任,
隆,隆,隆,隆,隆,隆
麾,麾,麾,麾,麾,
撫,撫,撫,抚,撫,抚拊捬
涇,涇,涇,泾,涇,泾
脫,脱,脫,脱,脱,脱
難,難,難,难,難,难難
姊,姊,姊,姊,姊,姉
密,密,密,密,密,宻
顎,顎,顎,颚,顎,颚齶
恃,恃,恃,恃,恃,
悵,悵,悵,怅,悵,怅
舨,舨,舨,舨,舨,
圭,圭,圭,圭,圭,珪
掐,掐,掐,掐,掐,𠜼
莢,莢,莢,荚,莢,荚
名,名,名,名,名,
墮,墮,墮,堕,堕,堕
舔,舔,舔,舔,舔,餂
泄,泄,洩,泄,泄,洩渫
棚,棚,棚,棚,棚,
盞,盞,盞,盏,盞,盏
則,則,則,则,則,则
矗,矗,矗,矗,矗,
泣,泣,泣,泣,泣,
藕,藕,藕,藕,藕,
垛,垛,垛,垛,垛,垜
嬰,嬰,嬰,婴,嬰,婴孾
霞,霞,霞,霞,霞,
眶,眶,眶,眶,眶,
感,感,感,感,感,
迄,迄,迄,迄,迄,
寓,寓,寓,寓,寓,庽
誡,誡,誡,诫,誡,诫
亞,亞,亞,亚,亜,亚亜
侃,侃,侃,侃,侃,
霾,霾,霾,霾,霾,
翼,翼,翼,翼,翼,
齦,齦,齦,龈,齦,啃龈
裁,裁,裁,裁,裁,
妃,妃,妃,妃,妃,
緇,緇,緇,缁,緇,缁
更,更,更,更,更,㪅
轡,轡,轡,辔,轡,辔
翁,翁,翁,翁,翁,
潮,潮,潮,潮,潮,
蹙,蹙,蹙,蹙,蹙,
蜓,蜓,蜓,蜓,蜓,
儘,儘,儘,侭尽,儘,侭尽
硫,硫,硫,硫,硫,
蘇,蘇,蘇,苏,蘇,囌苏蘓
墅,墅,墅,墅,墅,
相,相,相,相,相,
哭,哭,哭,哭,哭,
軒,軒,軒,轩,軒,轩
添,添,添,添,添,
桐,桐,桐,桐,桐,
儀,儀,儀,仪,儀,仪
蠢,蠢,蠢,蠢,蠢,惷
兩,兩,兩,两,両,両两
筑,筑,筑,筑,筑,築
坩,坩,坩,坩,坩,
救,救,救,救,救,
霜,霜,霜,霜,霜,孀
烊,烊,烊,烊,烊,煬
睪,睪,睪,睪睾,睪,睾
謂,謂,謂,谓,謂,谓
禦,禦,禦,御,禦,御
吊,吊,吊,吊,吊,弔
燼,燼,燼,烬,燼,烬
格,格,格,格,格,
踫,踫,踫,踫,踫,
醞,醖,醞,酝,醞,酝醖
僵,僵,僵,僵,僵,殭
臍,臍,臍,脐,臍,脐
疾,疾,疾,疾,疾,
複,複,複,复,複,复復
快,快,快,快,快,
酊,酊,酊,酊,酊,
尼,尼,尼,尼,尼,
蚵,蚵,蚵,蚵,蚵,
溢,溢,溢,溢,溢,
因,因,因,因,因,
痊,痊,痊,痊,痊,
彙,彙,彙,汇,彙,彚汇
絮,絮,絮,絮,絮,
遷,遷,遷,迁,遷,迁
筍,筍,筍,笋,筍,笋
確,確,確,确,確,确
滇,滇,滇,滇,滇,
林,林,林,林,林,
寂,寂,寂,寂,寂,
絢,絢,絢,绚,絢,绚
噢,噢,噢,噢,噢,
溺,溺,溺,溺,溺,尿氼
攣,攣,攣,挛,攣,挛
必,必,必,必,必,
洋,洋,洋,洋,洋,
濘,濘,濘,泞,濘,泞
累,累,累,累,累,纍
岬,岬,岬,岬,岬,
柚,柚,柚,柚,柚,櫾
脾,脾,脾,脾,脾,
靂,靂,靂,雳,靂,雳
蜡,蜡,蜡,蜡,蜡,䄍蠟
佩,佩,佩,佩,佩,
鼓,鼓,鼓,鼓,鼓,皷皼鼔
軀,軀,軀,躯,軀,躯
低,低,低,低,低,仾
奘,奘,奘,奘,奘,弉
歧,歧,歧,歧,歧,岐
嫁,嫁,嫁,嫁,嫁,
饜,饜,饜,餍,饜,餍
菇,菇,菇,菇,菇,苽菰𦱄
摒,摒,摒,摒,摒,屏屛拼
欄,欄,欄,栏,欄,栏欄
鐲,鐲,鐲,镯,鐲,镯
優,優,優,优,優,优
鴦,鴦,鴦,鸯,鴦,鸯
薩,薩,薩,萨,薩,萨
霍,霍,霍,霍,霍,癨
牘,牘,牘,牍,牘,牍
賞,賞,賞,赏,賞,赏
分,分,分,分,分,
弩,弩,弩,弩,弩,
芭,芭,芭,芭,芭,巴
琉,琉,琉,琉,琉,瑠璢
摹,摹,摹,摹,摹,
紐,紐,紐,纽,紐,纽
騮,騮,騮,骝,騮,驑骝
逍,逍,逍,逍,逍,
揪,揪,揪,揪,揪,揫
妮,妮,妮,妮,妮,
墨,墨,墨,墨,墨,墨
李,李,李,李,李,
瀑,瀑,瀑,瀑,瀑,
慣,慣,慣,惯,慣,惯
忝,忝,忝,忝,忝,
恙,恙,恙,恙,恙,
備,備,備,备,備,俻偹备
擘,擘,擘,擘,擘,
多,多,多,多,多,夛
甕,甕,甕,瓮,甕,瓮罋
歐,歐,歐,欧,欧,欧
呱,呱,呱,呱,呱,哌
踏,踏,踏,踏,踏,蹋
眸,眸,眸,眸,眸,
作,作,作,作,作,
俟,俟,俟,俟,俟,竢
蛭,蛭,蛭,蛭,蛭,
完,完,完,完,完,烟煙
辰,辰,辰,辰,辰,
嫡,嫡,嫡,嫡,嫡,
志,志,志,志,志,誌
豢,豢,豢,豢,豢,
倪,倪,倪,倪,倪,
祉,祉,祉,祉,祉,祉
